SPIDER-WOMAN/JESSICA,196
"ALLEN, TERRY",7
TUMBLER/JOHN ROBERT,5
MANIPULATOR/,14
QUILL,21
TEN FOR,43
PAVANE II,4
"WHYTE, HARMONY (HARM",53
ZOMBIE/SIMON GARTH,4
"TILTON, ROLAND R.",8
"BETELHEIM, NORMA",0
"MICHEL, RAFE",22
"SCOTT, PETER",15
FERAL/MARIA CALLASAN,137
SWIFT/,4
EQUINOX/TERRY SORENS,8
YAYAUHCO,4
HUNTSMAN,13
ROCKWALL,3
GARTH,9
"WILFORD, ELISABETH B",37
SCRIER II/S. CRIER,14
"SPAULDING, JILL",7
"GOONER, MELVIN",6
"LO, JIMMY",5
PSYNAPSE,58
OX,30
DEX,6
"TENNYSON, JACOB",9
WASP/JANET VAN DYNE,778
CARDIAC/DR. ELI WIRT,38
"MAXWELL, DR. WILFRED",46
SUPERCHARGER/,60
TWO-GUN KID,44
DEATHLOK III/MICHAEL,119
WALDO,65
ADVERSARY,37
"DELGADO, FATHER",34
BOX II/JERRY JAXXON,6
PIXIE/ [ETERNAL],51
"MCDONNELL, OSCAR",9
OX II/DR. KARL STRAG,4
"TRAVERS, MIKE",2
HAMMER IV/,9
"RAVEN, HELEN",1
HELLRAZOR,11
IGOR,94
"CARLTON, JAKE",5
DIAMONDBACK II/RACHE,192
CYBELE [ETERNAL],23
RED QUEEN,17
FANCY DAN,27
"STANFORD, DWIGHT ROL",22
CRIMSON CRUSADER/ROR,16
"THAN, VELENA",10
"BRICKMAN, SEN. MILES",37
"RUIZ, DR. BERNARDO",2
"SUKHAROV, DIMITRI",2
"HIBBERT, HOPE",22
"FALLON, MEG",11
SIEGE/JOHN KELLY,8
PROCTOR,21
"CLARKE, GENERAL JERE",72
SIFFROR,6
"KONIEV, DMITRI",13
DAYDREAMER/CATHERINE,17
MAULER/BRENDAN DOYLE,6
BORROB,7
"RICKMAN, JONATHAN",10
AGAMOTTO,25
GRONK,55
"FURMINTZ, HARMON",13
DR. VOLKH/VLADIMIR O,13
FALZON,22
"WEISENTHAL, DR. JACO",10
"BERENGHETTI, MICHAEL",9
"LACOSTE, RAE",40
KERIVAK,11
DEADBOLT,23
DAREDEVIL DOPPELGANG,125
TUNGSTEN,8
"DARE, JOHNNY",1
"NEVILLE, KATE",41
"CISCERNOS, SELENA",1
GAMMA-BURN/,2
CHAINSAW/,18
SHRINE,6
"COWEN, ELAINE",8
"ALDEN, PROF. MEREDIT",25
SCHEMER/RICHARD FISK,85
THRAXON,2
WILD MAN/ALEX WILDMA,11
"RICHARDS, FRANKLIN 2",34
K'RIN,8
"HIGGINS, RICHIE",3
WALLOP/WALTER DESTIN,6
HECTOR,1
HUMP/,15
SHADOW-HAND/LI CHUN,0
PESTER,19
"MACKENZIE, AL",34
CANCER II/,3
"JONES, SANDY",19
MARIK,8
SNAKE,12
GREEN GOBLIN V/,33
"CALKIN, SUSAN",3
LEONINUS,4
RINGER II,9
BRAHMANES,4
SABOTEUR/,14
KIKO,16
"ADAMS, CINDY",39
"CROSS, HAROLD",7
BRUTE II/,17
MASTER OF VENGEANCE,0
DR. STRANGE/STEPHEN,777
"RICHARDS, FRANKLIN B",472
GREY KING/ADDISON FA,18
STARFOX/EROS,324
HEPHAESTUS,18
"LUMPKIN, WILLIAM WIL",103
"COLLINS, NICK",19
SCANDIUM,34
SCRIER II/,33
DR. NEMESIS/DR. STOC,3
"KLEINSTOCK, SVEN",64
GREGOR,17
MISS THING/MARY,4
ASSAULT/,12
MIMIC/CALVIN RANKIN,89
"SPETSBURO, GEN. YURI",7
BARON SAMEDI,0
DREADNAUGHT,5
YELLOWJACKET III/HEN,68
LIVING MUMMY,111
"PEREZ, GEORGE",42
GAZELLE,26
JARA,3
"PEREGRINE, LE/FRANCK",92
SVYATOGOR/SASHA POKR,12
"PRINCE, DIANA",3
IMPULSE,64
GEIST,3
"VAUGHAN, MRS.",20
"LINCOLN, WILLIAM WIL",6
VAVELLA,2
TRACKER,8
DR. MIDAS/,7
WOLVERINE DOPPELGANG,118
MIESHO,0
"STARK, MARIA | TIMES",15
MOTHER OF PEARL/,8
"DRISCOLL, MAYOR",9
ROOTAR,32
BROMINE,10
LONKARR,8
THUNDERSTRIKE/ERIC K,418
TYRANNUS,79
DR. GOODWRENCH,3
BOND,0
QUORUM/,11
"WEISS, KONRAD KONNIE",6
"LIN, MEI",8
SASQUATCH | MUTANT X,0
"PROUST, PAUL",14
"ROSENBERG, ANNIE",3
STONEWALL/LOUIS HAMI,60
"SIMPSON, CRASH",6
REDSTONE/,14
RUBY,59
BLACKBODY,17
SLUJ,7
SLUK,9
GORGEOUS GEORGE,11
DOOMSDAY MAN II,2
HERMOD [ASGARDIAN],45
BERSERKER,6
TOLLIVER,41
WARPY,21
USAGENT DOPPELGANGER,77
ATLAS,38
"ANGSTROM, EARL",6
4-D MAN/MERCURIO,30
"THOMPSON, ROSIE",17
CAT MAN/HORGAN,23
SHAZANA,10
WILD TIGER/DENG LING,4
"LEASH, MICAH",6
PRETTY BOY,57
SPARX/AURELLE,10
HULK III/BRUCE BANNE,25
"FURMAN, RICHARD",12
"DULTRY, MARGARET",0
INFINITY,9
Q,1
SCYTHE/,14
"KNUTZ, CINDY",7
"FALLON, HOWARD",9
SEEKER/TARM,11
"KANE, LARRY",2
BONITA,6
"FELDSTADT, DR. HANS",0
CYNAS,31
"ST. CROIX, LOUIS",1
"KILGREW, BASIL BETA",6
TIGRA/GREER NELSON,371
"GLAZER, FAST FREDDY",4
"JAMESON, MARLA MADIS",180
"O'BRYAN, BOB",18
BETA RAY BILL | MUTA,40
GOROTH,13
WIRETAP/,10
"SAPIR, HERSCHEL",10
SYNARIO/ANGELA BRADF,1
WARTON/WARBECK,37
ZA'KEN,7
CARLY,7
FITCH/,9
MOONDRAGON/HEATHER D,434
SHAMAN II,12
"ARMSTRONG, MYRA",13
SCARECROW II,8
KASPIN,20
NURIL,6
ANIELLE,1
BLACK KING/SEBASTIAN,159
RAZORBLADE II/,4
BROTHER STEPHEN,1
"CAMPBELL, DR. RORY",85
"ANDERSON, MARJORIE",15
BLOODWRAITH/SEAN DOL,18
"BENTLEY, MILES",10
BOBCAT/,13
CAPTAIN POWER/DR. CH,5
"GALLAGHER, BOB",8
TYR,50
RAVEN | MUTANT X-VER,17
STAR,10
WOLFGANG,1
BRIQUETTE/,14
"DAVIS, PRINCIPAL",2
ARMADILLO/ANTONIO RO,33
KRAKOA,28
"HASTINGS, PROF. LOUI",14
HEATER DELIGHT,3
NIGHTSIDE,41
D'SPRYTE,0
"CHESNEY, SANFORD",4
"HUDSON, HEATHER",280
NIGHTWATCH/,13
TYGERSTRYKE/,21
THREETREES,4
IZANAMI II,17
GOLDDIGGER,57
LUCIFER II,3
HOGUN | MUTANT X-VER,12
LOCUS,25
JONIN,32
SCORCH II,15
MADAME MASQUE VI,3
LEFT-WINGER/HECTOR L,25
"BANTOCK, LT. OLIVER",8
NURO,36
ROCKET RACER II/,0
"PARKER, RICHARD",23
RAZORBLADE/,11
SAPPER,13
GLABOO,42
"HANRAHY, JIM",7
HITMAN/LT. BURT KENY,11
MIDNIGHT/M'NAI,18
"ZIMMER, ABE",50
LEGION,2
HAMMERHAND,17
TECHNOSPIKE,7
DRACULA/VLAD TEPES,86
SENTRY III,28
CHIMERA/ZUHN,3
GENERAL OBSIDIAN,31
UNA,4
"STACY, PAUL",44
"JAMESLEY, ALOYSIUS R",7
"HORTON, PROFESSOR PH",34
MAGMA II/JONATHAN DA,6
RAMBO,22
"YOUNG, KIM SUNG",9
MELLENCAMP,36
"BOUDREAUX, BELLA DON",60
"CHAPMAN, DEVIN",15
RUSSIAN,10
IREZUMI/,14
"ETZION, GENERAL",5
PISCES/NOAH PERRICON,30
PUCK | MUTANT X-VERS,4
VIOLENCE/,13
AHAB/RORY CAMPBELL,50
"FIELDS, PROF. WILLIA",12
PSI-WOLF/NIKOLAI VON,2
KHORYPHOS [ETERNAL],46
BLACK KNIGHT VI/PROF,5
BROKEN MAN,2
"ESSEX, REBECCA",5
"ATOR, GENERAL",32
CORRUPTOR/JACKSON DA,58
LIVEWIRE/RANCE PREST,30
SLEDGE,31
MALEKITH/MALCOLM KEI,38
HAWKEYE | MUTANT X-V,10
G'ANYM,14
STINKY,23
MADCAP,56
DANSEN MACABRE,59
"MARRERO, ED",28
"MADDICKS, PROFESSOR",11
CONTEMPLATOR/TATH KI,80
"AVRIL, SALLY",21
"SLOAN, JASON",11
LLAN,18
KALUU,0
SEA URCHIN/JEREMY SW,17
"IGOE, MAX",6
CORONA/DAGNY FORREST,2
UNSEEN/UNAM,8
"SABUKI, DR. SAM",4
"JACOBY, KYLE",2
"FORTUNATO, MARY",5
"NITAL, DR.",7
WARBOW/,13
SUB-MARINER/NAMOR MA,729
MACHETE/FERDINAND LO,24
RAVAGE/PROF. GEOFFRE,6
"CICERO, CAESAR BIG C",42
PILGRIMM,3
"STOCKBRIDGE, CHARLES",43
BOOMSLANG/,51
TARNOK-KOL,8
EL TIGRE,13
SENTRY II/BOB REYNOL,10
NINA,28
"LANE, SILAS",11
NOVA 0:0,2
SUNSET,1
PO,5
ARCHAEOPTERYX/TONAJA,24
"LEFLER, BOB",1
"DAKOR, YOGI",7
MALOVICK/,9
CROSSBOW,5
"MASTERS, ALICIA REIS",286
KARKAS [DEVIANT],108
TENDRIL/RIVER VERYS,12
BLITZIANA,42
"SOMERS, JOHNATHAN",2
BUZZ,58
BLACK AVENGER/JERRY,7
"ANDREWS, DARYL TROOP",23
COLOSSUS II DOPPELGA,118
"BOWMAN, MAJ.",9
MR. JIP,40
"REYES, DR. DANIEL",15
MS. MARVEL II/SHARON,210
"TOLLIVER, MELBA",0
SHOCKWAVE ROBOT,4
STINGRAY/DR. WALTER,201
"TANAKA, OPAL",25
DR. OCTOPUS II/CAROL,46
"COVEY, LAWRENCE K.",0
QUANTUM,9
EGMA,22
SCANNER/SKERA,8
"KLEIN, SHIRLEY",15
"DUNCAN, FRED",15
BUCKY VII/RIKKI BARN,47
"STACY, GWEN (CLONE)",39
CACTUS,2
"HANRAHAN, GORDON",8
SNAPDRAGON/SHEOKE SA,33
KHAN,2
SUNSET GRACE,3
ATHENA [GREEK GOD],51
"URSULA, LADY",63
KHAT,3
ERIC THE RED II,13
TAURUS/CORNELIUS VAN,40
APE MAN II/ROY MCVEY,4
BRUNO,1
SCALPHUNTER,63
GHOST RIDER II/JOHNN,197
"FORRESTER, DR. CEDRI",9
CANNONBALL II/SAM GU,458
PUNISHER,20
SOLO/,49
"GREEN, LILA",10
JUVAN,25
"FEIFFER, DEPUTY BEAU",11
MARGOYLE,30
MONDO,9
FLAMBE/,0
MYSTERIO II/DANIEL B,26
BEAUTY,66
TRANTRA,27
COPPERHEAD/LAWRENCE,5
"ADAMS, NICOLE NIKKI",53
AURA/ANN HERD,33
HIGH EVOLUTIONARY/HE,212
CYCLONE,32
"CORTEZ, FABIAN",129
AGED GENGHIS,12
MR. SCRATCH,3
FURGAR,37
"SAPRISTI, JERRY",59
BOSHLOVOR,9
SAMHAIN,5
"STEVENS, DR. VINCENT",4
"SHAW, JACOB",2
"WEBSTER, NORM",25
"HARDY, STAN",6
BERYL,15
PHOENIX III/RACHEL S,284
DEVIL DINOSAUR,25
"WILCOX, DR. BRENT",9
SODIUM,17
CRUX/CRISTAL LEMIUEX,11
UNION JACK III/JOEY,50
"TENG, NIKKI",8
SENYAKA,38
SUNSTROKE/,21
DADDY LONGLEGS/RAMSE,16
KRUELLA,3
N'GASSI,6
ZELDA,28
"CROSSAN, ANNIE",12
HACK/,7
ARROW,6
"ISHIMA, DAVID",37
VESPER,6
APE/,44
SMUGGLER II/CONRAD J,34
CHARM,70
"ZAMORA, PETE",8
"BUSHMAN, RAOUL",15
HYDROMAN/MORRIE BENC,121
STECK'EE,11
"SANTOS, JOSE",1
CARGIL/JOANNA CARGIL,148
DARK MASTER,17
TENEBRAE,6
"FLEET, JONAS",0
MELONIE,1
FIREFALL III/ARCHIE,6
"CLARK, SARAH",32
CANNONBALL/JACK PULV,70
"WENTWORTH, JENNIFER",2
"KELLOG, SHERIFF L.B.",1
SANGUINE,11
MONTGOMERY,20
"LUCAS, JAMES",8
LULLABY/FELICITY HOP,2
THERMAL MAN,11
"HARKER, QUINCY",11
PAGAN,24
"KOLE, MICHELLE",5
WATER WITCH/,12
"SCARPETTI, ALPHONSE",2
COLOSSUS 2013,14
"ZEITGEIST, NICOLA",6
PATCH II,7
"SANCHEZ, DET. LOUISA",0
CROTUS,12
BLACK CAT/FELICIA HA,224
"BLOODVESSEL, BUSTA",3
"GANCE, TABITHA TABBY",3
BRASS BISHOP/,6
"JONES, WILLIAM",8
PUCK/EUGENE MILTON J,273
BROKER,4
CRIME-WAVE/HOLLIS,2
VORZEN,16
TIAMAT,8
"VON FRANKENSTEIN, BA",4
GORNKAI,15
HELLCAT/PATSY WALKER,269
DWELLER IN DARKNESS,18
MAN-APE/M'BAKU,78
"TYGER, LORD",62
CEREBRO MARK XIII |,6
"SHAW, ESAU",1
WAYOPEX,6
"SAUNDERS, KRISTINE",12
PSYCHE II/PSYKOS/RON,13
THERMO/DR. WALTER MI,8
BROTHER VOODOO/DANIE,134
"ADAMS, CONGRESSMAN H",3
ZARATHOS,13
MIDNIGHT III/JEFFREY,27
MINT JULEP,10
HAMMER III/EISENHOWE,10
"TANAKA, RITA",15
ORACLE/LADY SIBYL,94
MANAT,17
"BIGGERS, MELVIN",2
"SOFEN, KARL AUGUST",32
TAURUS II/,25
SHARK/,7
"MASON, WANDA",8
TITAN,82
DAY,6
HUMUS SAPIEN,15
SOLARR,29
"CRANDAL, BEN",4
MACE,4
MARKED MAN,1
KNAVE,16
AIR WALKER/ARLO SAMU,2
THANE ECTOR,32
"MANH, COY NGA",36
SCRATCH,20
"HENRY, JOHN",20
TERRAX II/TYROS,71
HARVEST/CHI LO,49
HELIX/RAFAEL CARAGO,43
CAPTAIN AMERICA IV/S,21
"DEVILLE, ARCADIA",26
ROULETTE/DUDE JENSEN,2
PUCK DOPPELGANGER,42
GUDRUN [ASGARDIAN],26
POWER PRINCESS/ZARDA,90
"LOCKER, MR.",15
SAMUELS,9
"MOWAT, FARLEY",74
SUPER-PATRIOT,2
"REISS, JACOB",5
"ROMAN, DR. NILES",8
"ALRAUNE, MARLENE",51
DEADMAKER/GREGORI AN,6
SKUL/JOHN SKULINOWSK,6
ASKANI,23
"WU, LEIKO",39
SURESHOT,7
SHAKTI,12
MAX,2
ANDROS,11
NOVA | MUTANT X-VERS,41
HALFLIFE,0
HYNNIT,3
SKARLET,2
MANTIS/? BRANDT,120
"WARD, SEN. STEWART",25
GAIA,44
MROTH,36
MAX II,11
MALICE V/NAKIA,70
"SANTINI, DR. JOSE",31
THOR | EARTH 253,5
"GUNTLY, DAVID",3
PARIS,51
CAPTAIN MARVEL/CAPTA,153
PECOS BILL,5
SLEEPER,28
"FROST, ADRIENNE",35
BIG BEN/,23
"LONGBOW, DESIREE",5
FREDD,9
MERLIN,31
HOBGOBLIN III/LEFTY,6
LLOIGOROTH,0
DELPHI,50
ASP II/CLEO,112
DARKOTH/MAJOR DESMON,25
"SHEPPARD, JOAN ACE",0
TIMESLOT,4
BLUE DIAMOND/PROFESS,28
"FALK, DR. JENNIE",11
"CASE, COL. PRESTON",28
"BUCHETTO, SALVATORE",9
MEDUSA | MUTANT X-VE,4
CREEP/,2
"MAJCOMB, RENEE",18
"FLORES, DAHLIA",7
DARCO,20
NIGHTMARE/EDVARD HAB,93
JET-BLACK/,12
"FILLMORE, BETTY",3
AHQLAU,18
NIGHTCRAWLER | MUTAN,55
OVERMIND/GROM,45
BOOMER/TABITHA SMITH,311
HUNTER/JAEGER,7
CADUCEUS,37
"FLINN, LANCELOT LANC",1
KLIGGER/SEN. EUGENE,21
"CHURCHILL, LORD",42
"BRADLEY, CARRIE",20
INVISIBLE WOMAN/SUE,919
MR. LUCK II/PHILIP G,12
ORB,21
GUARDIAN IV,11
WENDIGO V/ANDRE,6
"MARTINEZ, AKASHA",7
HELLSCOUT/KENNETH TE,6
CHAKRA,21
LUNA/LUNA MAXIMOFF [,116
HARQUIS TEY,15
"LANCELOT, SIR",1
"SUEE, FAH LO",10
"JARMAN, TOMMY",1
THUNDERBIRD II/JAMES,311
SAMURAI STEEL/YOSHID,1
"MANELLI, DINO",30
RED SHIFT,3
S'LAR,12
BERNARD THE POET,15
8-BALL/,6
"WILLIAMS, MINDY",32
CHANGELING,35
"ROSELLINI, ROBERTA",1
ABOMINATION/EMIL BLO,106
"PUSHKIN, IVAN",8
PISCES II,21
"BEALE, ERIC",13
"AUSTIN, GEN.",6
GANTRY,17
"BLISS, MISS",0
SENSATIONAL HYDRA/A,14
AHURA,39
CHAKA KHAN,9
BEAR/,7
"LARROCA, SALVADORE",7
FRIGGA,96
"GILBERT, PROFESSOR G",5
MASTER MOLD III,3
"MORELLE, NOLAN",20
VISION,919
RAVEN,0
DESOLATION/,0
"KALE, JENNIFER",28
MR. FANTASTIC/REED R,957
"ELLINGTON, DR./TRAVI",1
KARIMA,2
ANTI-VISION,7
JEKUAKKEKT,3
COUNTERWEIGHT/JACK P,144
ARRANGER/,77
FANG III,13
SUNDOWN/DR. DAVE LOW,27
"LUMPKIN, WILLIE | TI",2
"FONG, KATY",0
"KINE, BENEDICT",3
"CORRIGAN, ARCHIBALD",19
TORPEDO III/BROCK JO,141
IRON MAN/TONY STARK,1132
CLUSTER,0
"TOLLIVER, EMMA",3
JAMEKA,10
"CHALMERS, CYNTHIA",2
"BLAKE, EMILY",1
SKULL-JACKET,2
"COOPER, WHITNEY III",21
MAGDALENE/MARISSA DA,88
SHAMAN/MICHAEL TWOYO,347
"MEAGHER, TYLER",4
BLITZKRIEG/,106
TURBO II (A)/MICHIKO,163
SHARD,38
SUPER-ADAPTOID/ALESS,75
"SHAPANDER, KARIMA",5
PENNSU,3
PILGRIM,18
K'RK [SHI'AR],29
RICTOR/JULIO ESTEBAN,165
"LANE, LOIS",64
JACKKNIFE/JACK COLE,6
"CUSHING, KATE",99
GAUNT/MENDEL STROMM,42
SKOLL,12
"KEMBLE, DR.",11
"GRUENWALD, MARK",2
"THOMAS, BECKY",3
THUNDERBOLT II/LUIS,0
ERBIUM,20
BYREL,1
SPYMASTER/JAKE JORDA,15
POLTERGEIST/MICKEY S,22
HARDCORE/,17
"KNIGHT, MISTY",202
"KITAGOWA, DR. KITTY",8
KILLOBYTE,12
COACHWHIP,44
THING DOPPELGANGER I,81
PAPA NEBO,2
"CASSADA, CARLOS",29
ION/,41
SHIN,7
"WALDERS, BEATRICE",6
"JONES, HUGH",45
ELYSIUS,86
"EXETER, LT.",15
R'TEE,71
SURTUR,54
TOKEN,22
MARVEL BOY VII/DAVID,0
ANT-MAN/DR. HENRY J.,775
SHIP,116
BIOHAZARD II/FLETCHE,2
SQUIRREL GIRL/,1
"WILSON, DUBOSE",5
JAGATAR,10
BIRD MAN III/,27
TUC,22
"ESTAVES, MARIE",10
"KREIGKOPH, GEN.",3
"SUVOROV, ADMIRAL GRI",21
"CLINTON, BILL",54
"BRAWN, HUNTER",15
OLAR,15
RIOT-ACT/,18
"LOCKE, DR. CASSANDRA",33
CRUSADER X/BRIAN BRA,17
DAGGER/TANDY BOWEN,196
CONSUMPTION,7
CATSEYE/SHARON SMITH,60
"LUDLUM, ROSS",8
"SHERIDAN, LEAH",5
"WHITMAN, PATRICIA",4
"SCOTT, JAKE",10
"ADAM 3,031",12
"JARVIS, EDWIN | TIME",16
RAGGADORR,6
"D'AURIA, JACK",17
PREECHA,16
MOSH/GLENN,2
IKARIS/IKE HARRIS [E,135
"STEELE, SIMON/WOLFGA",7
DENAK,9
"BYRD, SEN. HARRINGTO",33
TAI,14
TITANIA/,22
POLARIS DOPPELGANGER,30
"JACKSON, BRENT",20
KATU,5
KATH,22
CANCELLATOR,0
"RAVEN, MATTHEW",9
"MORRISON, AMANDA PAY",8
PAI,13
PAM,0
SKULLCRASHER/,1
CR'REEE,88
DR. DECIBEL/ANTON DE,19
ROGUE DOPPELGANGER,56
"GREGORY, TODD",0
AJAK/TECUMOTZIN [ETE,143
SLASHER II,1
CYCLOPS | MUTANT X-V,12
NHU'ABDAR,14
KIRIGI,7
INSOMNIA/,9
HARVEST II,6
APPALLA,3
PENANCE/MONET ST. CR,107
VISION DOPPELGANGER,60
MULTIPLE MAN/JAMES A,231
"SHAARA, MRS.",9
"SPERZEL, ANTON",3
"REESE, MURRAY",66
"CHAKARA, KANU",6
GEE/ALEX POWER,189
BUX,14
JUGGERNAUT/CAIN MARK,182
MEEK,19
OLD WOMAN,10
KRUGGAR,0
CERISE,15
CAPTAIN AMERICA | MU,54
BUG,32
"LILLIAN, BEA",1
SPROCKET,40
"FULLERTON, MARY ELLE",0
PATCHWORK/KYLE BARKE,7
OCCULT,62
FATHER TIME,13
"CIRE, MANUEL",20
XEMU,12
MOK,9
IRON MAN IV/JAMES R.,338
"HATORI, DESMOND",6
"LOPEZ, MARIA II",4
SCRIER JR.,0
MARVEL GIRL II/VALER,42
SPIKE,6
KREE CAPTAIN AMERICA,9
"GALE, SHERIFF",0
YANKEE CLIPPER/PAT C,11
BLACKBALL,39
CYLLA,1
"MAJOWSKI, SAM MOTHER",45
"CARPENTER, RACHEL",65
"HIGGINS, LINDA",0
"KARIM, MERYET",10
HATE-MONGER IV,9
"DAMIAN, DR. DANIEL",31
HATE-MONGER II,3
"CROSS, STANLEY",13
"SAGE, HENRY",2
BLOB/FRED J. DUKES,316
"BECKFORD, NOEL",1
"BERDITCHEV, ITZHAK",5
"REISZ, RAY",9
"DURAN, CONAL",7
BRANSON,10
"JONES, WALTER",15
CHINA DOLL,49
"KRAUS, DR. FREIDERIC",20
"CONCIERGE, LE/",5
WALKABOUT,17
LORD YARU,1
SPIDER-WOMAN DOPPELG,80
NEUROTAP/MICHELLE BA,0
SNOWBLIND/,8
MODT,0
RIPPER/DR. JACQUELIN,0
CABER,34
"RIDDLEY, HIRAM RAM",11
"CONNORS, BILLY",35
HELLSPAWN,3
HAFNIUM,39
SISTER PERPETUA,2
CORONER,7
"RAM, SIR",59
HARD BOILED HENWY,18
GREY GARGOYLE/PAUL P,85
BLACK FOX/ROBERT W.,52
"BRICKMAN, GLORIA",7
"TRIMPE, HERB",4
"LEVINE, ABBY",11
"MCKEEVER, TINY",36
MINOTAURUS,1
"SMITH, ANDY",2
"MITCHELL, ROBERT",0
"CHASE, TREVOR",3
HUMBUG/PROF. B. MITT,9
"LANG, TIMMY",7
BLACK DEATH/DR. IVAN,2
"KEMEL, MEHMET",21
OSWALD,2
STAINED GLASS SCARLE,8
"BELL, HERBERT",3
"RUDOLFO, PRINCE",16
BASILISK II,9
GRIZZLY II/THEODORE,27
OSIRIS,33
DECAY/,42
"JERICHO, JUSTINA",5
"HALLER, GABRIELLE",85
"MONTESI, VICTORIA",18
"MUNSON, CLAUDIA",0
MORETTI,0
BODYBAG,39
"BUSIEK, KURT",5
"HILLIARD, JACOB",2
BUZZARD,6
COMPUTO,5
MIRACLE MAN,18
"HENSHAW, CURTIS",4
BULWARK/,2
"WING, COLLEEN",169
MINSTER HOARD,13
SAGITTARIUS/HARLAN V,75
"HONDA, DR.",2
JAHF,29
AGON,7
PAIN,5
PAPA GRANITE,9
RED RONIN,15
POWDERKEG II,5
SCORCHER/,60
"KLEIN, SUMMER",1
WONDER MAN/SIMON WIL,729
"MOOMJI, INDRIES",10
"STALYENKO, COL. YURI",26
HOFFMAN,3
"ZINOVIEV, IVAN",3
"BLISS, BONNIE",5
MYSTIQUE/RAVEN DARKH,284
HEADMISTRESS/,16
OGUN,16
"TSURAYABA, MATSUO",57
OGUR,9
UNI-LORD,21
YELLOW CLAW ROBOT,5
RADIOACTIVE MAN/DR.,102
"REVER, BRAD",6
"THOMPSON, JESSICA JE",11
"MONGRAIN, ALISON",43
HOBGOBLIN,81
ROM CLONE,12
DESTROYER III,97
EJULP,11
SUPREMOR,38
FORGE,348
TRION,10
ODDBALL/ELTON HEALEY,28
QUICKSILVER DOPPELGA,65
"QUENTIN, RALPH",3
GREEN GOBLIN III/BAR,16
IRON FIST H'YLTHRI I,14
SHAPE,73
"MOSLEY, WARDEN",3
NARDI,23
LICH,16
"MEACHUM, HAROLD",8
ZIRAN,107
COMET/HARRIS MOORE,19
EL VAMPIRO,2
NAZE,30
"MURDOCK, MATT | TIME",7
"KEMPLETON, PROFESSOR",1
HARMONY,7
RIGER,31
TEMPEST II/NICOLETTE,22
VASHTI,152
"MARTS, MR.",12
GAARD/JOHNNY STORM E,13
"GREER, DAVID",12
TARBABY,44
SAPPHIRAS,29
"KANE, MARCY/KAINA",46
"BENDIX, DR. ALBERT",7
RYDER,7
"SNOW, VICTORIA",6
NEBULON,36
"CAIRN, DET.",4
AQUARIAN/WUNDARR,45
"ANAMI, HIROSHI",2
VEEG,16
"BROGIN, BULL",3
RANDOM II/MARSHALL E,38
"FURY, NICK II",4
"POWER, MARGARET",92
"ASTER, LUCIAN",15
GESTALT,0
"SHERIDAN, RICHARD RI",37
RAGAR,13
GEATAR,13
"FIDDLER, BARNEY",4
IRON CROSS/HELMUT GR,45
"DEWOLFF, JEAN",71
EON,76
STYGIAN STARBENDER,20
HINKLEY,4
CLEA,165
LEVITICUS,4
VIGILANT/PSTUN-RAGE,3
KRAKEN,11
"MALONE, JULIUS",8
SHADOWCAT | MUTANT X,9
UNBEING/BILLY BETELH,21
"RITTER, DEBORAH",46
DEATHURGE,70
"LU, MR.",14
VIBRAXAS/N'KANO,90
"CARPENTER, LARRY",30
"SPECTRUM, SINCLAIR",8
"ASBERY, SHAMARI",5
BRUTE/REED RICHARDS,24
PIERSO [TRIONIAN],11
MIBA,7
"LOGAN, WAYNE",4
SALVO,12
"JUSTIN, GLORIA",0
BLUE SHIELD/JOSEPH J,35
BOLT II/CHRIS BRADLE,125
"GUTHRIE, LUKE",2
CENTARIUS,17
"JORDAN, HAL",5
"WING, PROFESSOR",10
MORLUN,4
RANGER II,3
LEAD-IN,11
MASTER LINK/WILLIS H,14
MANACLE/,12
HEADCASE,21
"VAN HELSING, RACHEL",12
"ROTH, ARNIE",45
STARHAWK/STAKAR,8
ANALYZER,77
SHANZAR,15
SHE-CAT,4
"SEWARD, JANE",8
"OLLSEN, BO",5
"TUMOLO, DR. JOANNE",3
DARKHAWK DOPPELGANGE,66
"LEI KUNG, THE THUNDE",24
GOLEM II,0
DR. STRANGE | MUTANT,18
"SCHEELE, STEPHANIE",4
MONTANA,31
"VERPOORTEN, JOHN",10
MOJO II,16
VOLCANA/MARSHA ROSEN,107
ETUBAN,11
"STEELE, MARCY MASTER",75
MENTOR/ALARS [ETERNA,86
"KELLY, SARA",13
"MCKENZIE, LEON",0
"ALVAREZ, FELIX",46
FLINCH/,13
KAREL,1
DAKINI,6
GO-DEVIL/GO ISHIMORI,15
PORCAL,36
UNICORN III/,7
DARK MOTHER/FINALITY,24
SHE-HULK DOPPELGANGE,78
QUIET BILL,7
OSAMA,24
MORGAN,42
"RANIER, MIKE",2
CESIUM,31
"LECLAIRE, PROFESSOR",14
"WOO, SONIA",11
CLASH/,9
VOLK/ILYA DUBROMOVIT,0
ULTIMA,3
ERG,50
TIGER SHARK/TODD ARL,141
"VON RICHTOFEN, LT. M",8
ULTIMO,18
SWORDSMAN/JACQUES DU,106
PSYLOCKE/ELISABETH B,512
FIREFALL/KARAS,6
"MILLER, STACI MURPHY",17
HAUPTMAN,5
COUNTERWEIGHT II/KAT,150
FALCON/SAM WILSON,403
FUTURIST,8
TENPIN/ALVIN HEALEY,9
ANTORO,9
POWELL,18
"ROSE, HENRIETTA",6
SPRITE,63
MARISSA (OF GENE-TEC,9
UTGARD-LOKI,6
