"IPAddress","gen_StartDate","gen_EndDate","gen_TotalTimeSpentMinutes","gen_Gender","gen_Age","gen_Education","gen_Role","gen_Industry","gen_PageOneTimeMinutes","gen_PageOneNumberClicks","iq_Question1Response","iq_Question1CorrectAnswer","iq_Question2Response","iq_Question2CorrectAnswer","iq_Question3Response","iq_Question3CorrectAnswer","iq_TotalCorrect","iq_PercentageCorrect","iq_PageTwoTimeMinutes","iq_PageTwoNumberClicks","exp1_Treatment","exp1_Question1Response","exp1_Question1CorrectAnswer","exp1_Question2Response","exp1_Question2CorrectAnswer","exp1_Question3Response","exp1_Question3CorrectAnswer","exp1_Question4Response","exp1_Question4CorrectAnswer","exp1_TotalCorrect","exp1_PercentageCorrect","exp1_Question5Response","exp1_PageThreeTimeMinutes","exp1_PageThreeNumberClicks","exp1_PageFourTimeMinutes","exp1_PageFourNumberClicks","recall_Question1Response","recall_Question1CorrectAnswer","recall_Question2Response","recall_Question2CorrectAnswer","recall_Invalid","recall_TotalCorrect","recall_PercentageCorrect","recall_PageFiveTimeMinutes","recall_PageFiveNumberClicks","exp2_Treatment","exp2_DisplayedTreatment","exp2_Question1Response","exp2_Question2Response","exp2_Question2CorrectAnswer","exp2_Question3Response","exp2_Question3CorrectAnswer","exp2_Question4Response","exp2_Question4CorrectAnswer","exp2_TotalCorrect","exp2_PercentageCorrect","exp2_PageSixTimeMinutes","exp2_PageSixNumberClicks","exp2_PageSevenTimeMinutes","exp2_PageSevenNumberClicks","finalq_Question1Response","finalq_Question1CorrectAnswer","finalq_Question2Response","finalq_Question3Response","finalq_PercentageCorrect"
"97.123.59.30",2015-11-29 15:12:00,2015-11-29 15:22:00,10,"Male",32,"4-year College Degree","Manager","Education",0.495583333333333,8,"1",1,"1",0,"2",1,2,0.666666666666667,1.17723333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.4548,6,0.79355,4,"6",1,"6",1,0,2,1,0.177316666666667,3,"Unordered Table",,"2","1",1,"2",1,"2",1,3,1,3.24923333333333,9,0.1541,2,"5",1,"5","4",1
"172.12.219.122",2015-11-29 15:09:00,2015-11-29 15:22:00,13,"Male",31,"Some College","Manager","Leisure and Hospitality",0.64585,12,"1",1,"4",1,"2",1,3,1,2.22518333333333,9,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",1.61265,6,0.96485,8,"6",1,"6",1,0,2,1,0.588266666666667,6,"Unordered Table",,"4","1",1,"1",0,"2",1,2,0.666666666666667,3.61506666666667,9,0.553283333333333,6,"5",1,"4","4",1
"50.0.50.109",2015-11-29 15:09:00,2015-11-29 15:23:00,14,"Male",33,"Doctoral Degree","Employee","None of these apply",0.587333333333333,7,"1",1,"1",0,"2",1,2,0.666666666666667,1.37216666666667,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.334133333333333,2,2.92125,3,"6",1,"6",1,0,2,1,0.300016666666667,3,"No Log scatterplot",,"5","1",1,"2",1,"2",1,3,1,0.860816666666667,2,0.343083333333333,2,"5",1,"4","4",1
"129.252.33.90",2015-11-29 15:11:00,2015-11-29 15:23:00,12,"Male",61,"Doctoral Degree","Employee","Education",0.6767,9,"1",1,"4",1,"2",1,3,1,2.31668333333333,4,,"3",1,"2",0,"2",0,"2",0,1,0.25,"3",0.490433333333333,2,1.2077,3,"6",1,"6",1,0,2,1,0.255933333333333,3,"No Log scatterplot",,"5","1",1,"2",1,"2",1,3,1,0.552883333333333,4,0.267316666666667,2,"5",1,"4","4",1
"73.199.237.169",2015-11-29 15:11:00,2015-11-29 15:24:00,13,"Female",22,"Some College","Owner / Founder","None of these apply",0.331216666666667,11,"3",0,"1",0,"3",0,0,0,0.112966666666667,6,,"2",0,"2",0,"3",1,"2",0,1,0.25,"3",0.0642000000000001,5,0.2782,8,"2",0,"1",0,0,0,0,0.157466666666667,7,"Unordered Table",,"3","2",0,"1",0,"3",0,0,0,1.68723333333333,6,0.0384166666666667,4,"2",0,"3","3",0
"104.235.179.68",2015-11-29 15:13:00,2015-11-29 15:24:00,11,"Female",56,"4-year College Degree","Employee","Education",0.828683333333333,52,"1",1,"3",0,"2",1,2,0.666666666666667,0.776666666666667,14,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.88231666666667,18,1.23415,16,"6",1,"5",0,0,1,0.5,0.4009,40,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,1.93621666666667,48,0.929583333333333,8,"5",1,"4","4",1
"104.207.136.30",2015-11-29 15:07:00,2015-11-29 15:25:00,18,"Female",58,"4-year College Degree","Employee","Financial Activities",0.746883333333333,9,"1",1,"4",1,"2",1,3,1,1.76351666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.45488333333333,5,1.06698333333333,4,"6",1,"6",1,1,2,1,2.41375,3,"No Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,3.65966666666667,9,0.571083333333333,2,"1",0,"4","5",0
"24.92.115.224",2015-11-29 15:07:00,2015-11-29 15:25:00,18,"Female",22,"Some College","Employee","Information",0.445116666666667,13,"1",1,"4",1,"1",0,2,0.666666666666667,5.94901666666667,4,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",0.493266666666667,5,1.40253333333333,5,"6",1,"6",1,0,2,1,0.206133333333333,4,"Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,0.21045,4,0.409633333333333,3,"2",0,"4","4",0
"72.65.254.188",2015-11-29 15:08:00,2015-11-29 15:25:00,17,"Male",33,"4-year College Degree","Employee","Professional and Business Services",0.576083333333333,13,"1",1,"4",1,"2",1,3,1,4.18843333333333,13,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",2.85398333333333,16,2.35571666666667,17,"6",1,"6",1,0,2,1,0.341316666666667,7,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,3.07218333333333,26,1.27293333333333,12,"5",1,"4","3",1
"97.101.213.7",2015-11-29 15:06:00,2015-11-29 15:25:00,19,"Male",70,"4-year College Degree","None of these apply","None of these apply",0.5988,8,"1",1,"3",0,"2",1,2,0.666666666666667,1.67205,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.07271666666667,5,1.69286666666667,7,"6",1,"6",1,0,2,1,0.713566666666667,5,"Unordered Table",,"4","1",1,"2",1,"2",1,3,1,6.13226666666667,26,1.67106666666667,8,"3",0,"4","3",0
"173.57.8.9",2015-11-29 15:13:00,2015-11-29 15:25:00,12,"Female",44,"Some College","None of these apply","None of these apply",0.884783333333333,17,"2",0,"3",0,"2",1,1,0.333333333333333,2.06893333333333,19,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",1.27175,30,1.32771666666667,19,"6",1,"6",1,0,2,1,0.636283333333333,18,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,3.54548333333333,28,1.09923333333333,23,"3",0,"5","4",0
"173.25.161.120",2015-11-29 15:16:00,2015-11-29 15:26:00,10,"Female",33,"Some College","Employee","Leisure and Hospitality",0.405216666666667,11,"2",0,"3",0,"2",1,1,0.333333333333333,2.75645,12,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.36121666666667,13,0.907683333333333,9,"6",1,"6",1,0,2,1,0.268716666666667,8,"Unordered Table",,"4","1",1,"1",0,"2",1,2,0.666666666666667,1.87493333333333,23,0.4569,8,"5",1,"5","5",1
"50.153.10.154",2015-11-29 15:20:00,2015-11-29 15:26:00,6,"Female",33,"Some College","Employee","Professional and Business Services",0.340666666666667,5,"2",0,"4",1,"1",0,1,0.333333333333333,0.661183333333333,3,,"3",1,"3",1,"4",0,"3",0,2,0.5,"1",0.268466666666667,2,0.405916666666667,5,"1",0,"4",0,0,0,0,0.258883333333333,5,"Log scatterplot",,"3","3",0,"3",0,"3",0,0,0,0.261883333333333,2,0.154916666666667,2,"2",0,"4","3",0
"68.98.97.112",2015-11-29 15:19:00,2015-11-29 15:26:00,7,"Male",62,"4-year College Degree","Director","None of these apply",0.549333333333333,7,"1",1,"3",0,"1",0,1,0.333333333333333,0.334666666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.242016666666667,2,1.18241666666667,3,"6",1,"6",1,0,2,1,0.191083333333333,3,"No Log scatterplot",,"2","1",1,"2",1,"2",1,3,1,0.226816666666667,2,0.335216666666667,2,"1",0,"4","3",0
"24.175.170.135",2015-11-29 15:14:00,2015-11-29 15:26:00,12,"Female",28,"4-year College Degree","None of these apply","None of these apply",0.267683333333333,9,"1",1,"1",0,"2",1,2,0.666666666666667,1.79656666666667,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",3.25591666666667,60,1.2505,4,"1",0,"6",1,0,1,0.5,0.256966666666667,4,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,2.61625,20,0.223083333333333,3,"3",0,"4","5",0
"68.11.210.108",2015-11-29 15:09:00,2015-11-29 15:26:00,17,"Female",38,"4-year College Degree","None of these apply","None of these apply",0.57665,9,"1",1,"4",1,"2",1,3,1,1.87425,5,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.493433333333333,2,1.44601666666667,3,"6",1,"6",1,0,2,1,0.29105,3,"Unordered Table",,"4","1",1,"1",0,"4",0,1,0.333333333333333,1.77493333333333,4,0.9744,3,"1",0,"5","5",0
"75.129.133.47",2015-11-29 15:08:00,2015-11-29 15:26:00,18,"Male",41,"2-year College Degree","Employee","Manufacturing",0.461533333333333,8,"1",1,"4",1,"4",0,2,0.666666666666667,4.19835,6,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",0.831266666666667,3,2.87155,6,"6",1,"6",1,0,2,1,0.733883333333333,7,"Ordered Table",,"4","2",0,"2",1,"2",1,2,0.666666666666667,0.8413,2,0.20255,2,"3",0,"4","3",0
"74.197.112.118",2015-11-29 15:16:00,2015-11-29 15:27:00,11,"Male",45,"4-year College Degree","Manager","None of these apply",0.769533333333333,9,"2",0,"4",1,"2",1,2,0.666666666666667,2.31186666666667,8,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.342066666666667,2,1.16505,3,"6",1,"6",1,0,2,1,0.422716666666667,4,"Ordered Table",,"2","1",1,"2",1,"2",1,3,1,0.73405,2,0.202433333333333,2,"2",0,"4","4",0
"73.213.226.35",2015-11-29 15:15:00,2015-11-29 15:27:00,12,"Male",28,"4-year College Degree","Employee","Manufacturing",0.657233333333333,8,"1",1,"4",1,"2",1,3,1,1.31858333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",2.4421,6,1.09653333333333,4,"6",1,"5",0,0,1,0.5,0.421333333333333,3,"No Log scatterplot",,"5","1",1,"2",1,"4",0,2,0.666666666666667,1.10013333333333,2,0.295316666666667,2,"2",0,"4","5",0
"69.131.29.106",2015-11-29 15:20:00,2015-11-29 15:28:00,8,"Female",40,"4-year College Degree","Employee","None of these apply",0.601783333333333,8,"1",1,"4",1,"2",1,3,1,1.04138333333333,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.499966666666667,2,0.873683333333333,4,"6",1,"6",1,0,2,1,0.1665,3,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,0.339016666666667,3,0.160783333333333,2,"5",1,"5","5",1
"108.131.116.196",2015-11-29 15:18:00,2015-11-29 15:28:00,10,"Male",41,"4-year College Degree","Employee","Financial Activities",0.43,8,"1",1,"4",1,"2",1,3,1,1.31483333333333,3,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",0.456583333333333,2,1.27251666666667,3,"4",0,"6",1,0,1,0.5,0.241566666666667,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,0.55135,2,0.204166666666667,2,"5",1,"5","5",1
"67.174.184.94",2015-11-29 15:15:00,2015-11-29 15:28:00,13,"Male",30,"4-year College Degree","Employee","Education",0.89625,18,"1",1,"2",0,"2",1,2,0.666666666666667,2.79015,9,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",1.6564,10,1.03268333333333,9,"6",1,"5",0,0,1,0.5,0.30285,6,"Ordered Table",,"5","2",0,"2",1,"2",1,2,0.666666666666667,2.46623333333333,18,0.60475,4,"5",1,"5","5",1
"107.220.157.229",2015-11-29 15:19:00,2015-11-29 15:28:00,9,"Male",21,"Some College","None of these apply","None of these apply",0.367116666666667,9,"1",1,"4",1,"2",1,3,1,1.36385,3,,"3",1,"2",0,"3",1,"2",0,2,0.5,"3",0.358866666666667,2,1.08895,4,"6",1,"7",0,0,1,0.5,0.62005,10,"Ordered Table",,"5","1",1,"1",0,"2",1,2,0.666666666666667,0.4153,2,0.223133333333333,2,"5",1,"5","5",1
"107.2.1.30",2015-11-29 15:12:00,2015-11-29 15:28:00,16,"Male",31,"Some College","None of these apply","None of these apply",0.65825,7,"1",1,"4",1,"2",1,3,1,1.06016666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.284666666666666,2,2.695,7,"6",1,"6",1,0,2,1,0.600366666666667,3,"Unordered Table",,"3","1",1,"1",0,"2",1,2,0.666666666666667,0.943883333333334,2,0.0695166666666667,2,"3",0,"4","4",0
"76.30.243.175",2015-11-29 15:14:00,2015-11-29 15:29:00,15,"Female",41,"4-year College Degree","Employee","None of these apply",0.646833333333333,8,"1",1,"4",1,"1",0,2,0.666666666666667,1.93185,7,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",2.29516666666667,3,1.82695,4,"8",0,"6",1,0,1,0.5,0.487433333333333,4,"No Log scatterplot",,"1","1",1,"1",0,"2",1,2,0.666666666666667,0.40375,2,0.428566666666667,2,"2",0,"5","5",0
"100.2.122.157",2015-11-29 15:17:00,2015-11-29 15:29:00,12,"Male",29,"4-year College Degree","Employee","Financial Activities",0.289883333333333,8,"1",1,"4",1,"2",1,3,1,0.80735,3,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",2.08688333333333,7,1.2203,3,"6",1,"6",1,0,2,1,0.302416666666667,3,"Unordered Table",,"2","2",0,"2",1,"2",1,2,0.666666666666667,3.094,8,0.410966666666667,2,"5",1,"4","5",1
"73.218.125.6",2015-11-29 15:19:00,2015-11-29 15:30:00,11,"Female",39,"Masters Degree","Employee","Education",1.17543333333333,9,"1",1,"4",1,"2",1,3,1,0.949966666666667,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.538883333333333,4,1.44661666666667,4,"6",1,"5",0,0,1,0.5,0.15335,3,"Ordered Table",,"2","2",0,"2",1,"2",1,2,0.666666666666667,0.169216666666667,2,0.240816666666667,2,"3",0,"4","4",0
"172.243.18.190",2015-11-29 15:19:00,2015-11-29 15:30:00,11,"Female",27,"Some College","Manager","Professional and Business Services",0.47605,12,"1",1,"2",0,"2",1,2,0.666666666666667,0.742816666666666,12,,"3",1,"2",0,"3",1,"2",0,2,0.5,"1",0.900166666666667,9,0.617483333333333,6,"6",1,"7",0,0,1,0.5,0.288366666666667,10,"No Log scatterplot",,"5","1",1,"2",1,"2",1,3,1,2.1729,3,1.2122,16,"4",0,"5","5",0
"71.80.57.226",2015-11-29 15:21:00,2015-11-29 15:30:00,9,"Female",34,"2-year College Degree","Employee","Professional and Business Services",1.10128333333333,11,"1",1,"4",1,"1",0,2,0.666666666666667,1.05793333333333,10,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.29565,4,1.13665,9,"2",0,"5",0,0,0,0,1.04238333333333,11,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.410766666666667,5,0.193216666666667,5,"3",0,"4","3",0
"74.96.152.128",2015-11-29 15:24:00,2015-11-29 15:30:00,6,"Male",30,"4-year College Degree","Manager","Financial Activities",0.8034,13,"4",0,"2",0,"3",0,0,0,0.779333333333333,7,,"3",1,"1",0,"2",0,"1",1,2,0.5,"2",0.82675,4,0.691116666666667,5,"8",0,"4",0,0,0,0,1.79676666666667,5,"Ordered Table",,"3","2",0,"2",1,"2",1,2,0.666666666666667,0.174566666666667,5,0.0476,3,"3",0,"4","3",0
"68.64.112.106",2015-11-29 15:16:00,2015-11-29 15:30:00,14,"Female",27,"4-year College Degree","Employee","Education",0.3797,13,"1",1,"4",1,"2",1,3,1,2.18626666666667,11,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",4.30398333333333,18,1.225,9,"6",1,"6",1,0,2,1,0.625183333333333,11,"Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,1.89366666666667,10,0.810216666666667,8,"5",1,"5","5",1
"68.13.52.99",2015-11-29 15:25:00,2015-11-29 15:30:00,5,"Male",33,"4-year College Degree","Employee","Financial Activities",0.392216666666667,8,"1",1,"4",1,"2",1,3,1,0.686183333333333,3,,"3",1,"2",0,"4",0,"2",0,1,0.25,"1",0.6291,2,0.529666666666667,4,"6",1,"6",1,0,2,1,0.228666666666667,3,"Ordered Table",,"3","2",0,"2",1,"2",1,2,0.666666666666667,0.4322,2,0.18365,2,"2",0,"3","4",0
"172.72.130.166",2015-11-29 15:19:00,2015-11-29 15:31:00,12,"Female",28,"4-year College Degree","None of these apply","None of these apply",0.713366666666667,8,"1",1,"4",1,"2",1,3,1,1.20281666666667,3,,"3",1,"2",0,"2",0,"2",0,1,0.25,"3",0.459716666666666,2,1.14918333333333,4,"6",1,"6",1,0,2,1,0.348433333333333,3,"Ordered Table",,"3","1",1,"2",1,"2",1,3,1,1.23543333333333,3,0.18505,2,"5",1,"4","5",1
"70.192.168.177",2015-11-29 15:16:00,2015-11-29 15:31:00,15,"Female",62,"4-year College Degree","None of these apply","None of these apply",0.693716666666667,8,"1",1,"1",0,"2",1,2,0.666666666666667,0.651266666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"2",0.548433333333333,2,1.40865,3,"6",1,"7",0,0,1,0.5,0.35325,2,"Log scatterplot",,"5","3",0,"2",1,"3",0,1,0.333333333333333,0.425466666666666,2,0.80525,3,"1",0,"5","5",0
"50.158.233.30",2015-11-29 15:14:00,2015-11-29 15:32:00,18,"Female",43,"Doctoral Degree","Employee","Health Care or Pharmecuticals",0.558716666666667,10,"1",1,"4",1,"2",1,3,1,2.21581666666667,7,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",7.74433333333333,6,1.91136666666667,10,"6",1,"6",1,0,2,1,0.363933333333333,5,"Log scatterplot",,"3","1",1,"2",1,"3",0,2,0.666666666666667,2.87015,4,0.5234,4,"5",1,"4","4",1
"73.137.31.4",2015-11-29 15:23:00,2015-11-29 15:32:00,9,"Female",32,"2-year College Degree","None of these apply","None of these apply",0.63975,13,"1",1,"4",1,"1",0,2,0.666666666666667,1.6529,9,,"3",1,"3",1,"3",1,"3",0,3,0.75,"2",0.426033333333333,5,0.653533333333333,11,"6",1,"6",1,0,2,1,0.2222,8,"Ordered Table",,"5","3",0,"2",1,"2",1,2,0.666666666666667,1.15131666666667,7,0.285783333333333,6,"3",0,"4","4",0
"104.174.23.18",2015-11-29 15:16:00,2015-11-29 15:32:00,16,"Male",36,"4-year College Degree","Employee","Leisure and Hospitality",0.797583333333333,23,"1",1,"4",1,"1",0,2,0.666666666666667,1.76805,14,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",1.77923333333333,23,1.54355,10,"2",0,"6",1,0,1,0.5,0.596216666666667,7,"No Log scatterplot",,"1","1",1,"2",1,"2",1,3,1,3.95601666666667,26,0.890616666666667,10,"2",0,"2","3",0
"96.37.241.150",2015-11-29 15:24:00,2015-11-29 15:32:00,8,"Male",26,"4-year College Degree","Employee","Leisure and Hospitality",0.3845,6,"1",1,"4",1,"2",1,3,1,1.45333333333333,4,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.822016666666667,2,0.72515,3,"6",1,"6",1,0,2,1,0.21095,3,"Ordered Table",,"4","1",1,"2",1,"2",1,3,1,0.274233333333333,2,0.118333333333333,2,"5",1,"4","4",1
"76.106.156.225",2015-11-29 15:25:00,2015-11-29 15:33:00,8,"Female",37,"Masters Degree","Employee","Education",0.337983333333333,8,"1",1,"1",0,"2",1,2,0.666666666666667,0.833616666666667,5,,"3",1,"3",1,"2",0,"3",0,2,0.5,"3",0.8928,3,0.88775,3,"6",1,"6",1,0,2,1,0.3632,3,"Unordered Table",,"4","2",0,"1",0,"1",0,0,0,0.49,2,0.163733333333333,2,"1",0,"5","5",0
"67.185.29.187",2015-11-29 15:21:00,2015-11-29 15:33:00,12,"Male",52,"Some College","Manager","Trade, Transportation and Utilites",0.575333333333333,11,"1",1,"4",1,"2",1,3,1,1.26603333333333,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.409916666666667,2,1.81638333333333,3,"6",1,"6",1,0,2,1,0.393216666666667,3,"Ordered Table",,"5","1",1,"2",1,"2",1,3,1,1.0032,3,0.149933333333333,2,"5",1,"4","5",1
"24.210.82.105",2015-11-29 15:17:00,2015-11-29 15:34:00,17,"Male",32,"4-year College Degree","Employee","None of these apply",0.752266666666667,7,"1",1,"4",1,"2",1,3,1,1.93565,7,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.526916666666667,3,1.36615,5,"6",1,"7",0,0,1,0.5,0.428916666666667,4,"Unordered Table",,"1","1",1,"2",1,"2",1,3,1,2.27115,4,0.637733333333333,4,"1",0,"5","5",0
"139.20.163.34",2015-11-29 15:19:00,2015-11-29 15:34:00,15,"Female",27,"Masters Degree","Employee","Natural Resources and Mining",1.55831666666667,7,"1",1,"4",1,"2",1,3,1,1.74501666666667,4,,"3",1,"3",1,"2",0,"3",0,2,0.5,"1",1.35963333333333,3,1.49606666666667,4,"6",1,"7",0,0,1,0.5,0.147283333333333,4,"No Log scatterplot",,"3","1",1,"2",1,"2",1,3,1,0.561316666666667,2,0.803766666666667,4,"5",1,"4","5",1
"65.118.212.124",2015-11-29 15:25:00,2015-11-29 15:35:00,10,"Male",33,"4-year College Degree","Employee","Information",0.50065,6,"1",1,"1",0,"2",1,2,0.666666666666667,1.66111666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.340183333333333,2,1.01366666666667,3,"6",1,"6",1,0,2,1,0.269616666666667,3,"No Log scatterplot",,"4","1",1,"2",1,"2",1,3,1,0.37575,2,0.444983333333333,2,"5",1,"4","4",1
"98.231.225.246",2015-11-29 15:26:00,2015-11-29 15:35:00,9,"Male",36,"2-year College Degree","Owner / Founder","Information",0.916266666666667,13,"1",1,"3",0,"2",1,2,0.666666666666667,1.7666,12,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.837766666666667,10,0.818016666666667,12,"1",0,"5",0,0,0,0,0.399516666666667,9,"Unordered Table",,"4","2",0,"1",0,"4",0,0,0,1.6333,14,0.32685,7,"1",0,"5","5",0
"184.63.223.73",2015-11-29 15:25:00,2015-11-29 15:36:00,11,"Female",27,"2-year College Degree","Employee","Education",0.2456,5,"1",1,"4",1,"2",1,3,1,1.05366666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.436616666666667,2,0.538216666666667,3,"6",1,"6",1,0,2,1,0.209616666666667,4,"No Log scatterplot",,"3","1",1,"1",0,"4",0,1,0.333333333333333,0.528566666666667,3,0.286983333333333,2,"4",0,"4","4",0
"173.53.37.99",2015-11-29 15:27:00,2015-11-29 15:36:00,9,"Male",46,"Professional Degree (JD, MD)","Executive Officer","Construction",0.364483333333333,11,"1",1,"1",0,"2",1,2,0.666666666666667,1.12463333333333,9,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",1.11561666666667,8,2.26918333333333,16,"6",1,"5",0,0,1,0.5,0.4413,13,"Ordered Table",,"5","1",1,"3",0,"2",1,2,0.666666666666667,1.33415,16,0.4427,6,"5",1,"5","4",1
"176.63.21.233",2015-11-29 15:30:00,2015-11-29 15:37:00,7,"Male",26,"Masters Degree","Employee","Professional and Business Services",0.386533333333333,6,"1",1,"4",1,"2",1,3,1,0.598666666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.350066666666667,3,0.527683333333333,3,"6",1,"6",1,0,2,1,0.214266666666667,3,"Log scatterplot",,"4","1",1,"2",1,"3",0,2,0.666666666666667,0.133316666666667,2,0.475866666666667,2,"5",1,"4","4",1
"201.218.40.198",2015-11-29 15:24:00,2015-11-29 15:37:00,13,"Female",27,"Some College","None of these apply","None of these apply",0.640016666666667,17,"1",1,"4",1,"2",1,3,1,1.8144,8,,"3",1,"4",0,"2",0,"4",0,1,0.25,"1",1.98333333333333,9,1.38373333333333,12,"6",1,"6",1,0,2,1,0.359433333333333,8,"No Log scatterplot",,"5","1",1,"2",1,"2",1,3,1,3.7258,16,0.919466666666667,10,"1",0,"5","5",0
"24.216.253.177",2015-11-29 15:28:00,2015-11-29 15:37:00,9,"Male",25,"4-year College Degree","Employee","Leisure and Hospitality",0.641066666666667,8,"1",1,"4",1,"1",0,2,0.666666666666667,0.743866666666667,6,,"3",1,"2",0,"2",0,"2",0,1,0.25,"1",0.252116666666667,2,0.784133333333333,3,"6",1,"7",0,0,1,0.5,0.184916666666667,3,"Unordered Table",,"4","1",1,"1",0,"4",0,1,0.333333333333333,0.37015,2,0.0813166666666667,2,"5",1,"5","5",1
"153.26.2.60",2015-11-29 15:28:00,2015-11-29 15:38:00,10,"Male",23,"Some College","Manager","None of these apply",0.6881,10,"1",1,"4",1,"2",1,3,1,1.24526666666667,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",0.570833333333333,2,0.98435,9,"6",1,"6",1,0,2,1,0.36245,4,"Unordered Table",,"5","1",1,"1",0,"1",0,1,0.333333333333333,0.469866666666667,3,0.134383333333333,2,"3",0,"4","2",0
"75.65.220.81",2015-11-29 15:30:00,2015-11-29 15:38:00,8,"Male",64,"Some College","Employee","Health Care or Pharmecuticals",0.5314,6,"1",1,"4",1,"2",1,3,1,0.579233333333333,3,,"3",1,"3",1,"3",1,"3",0,3,0.75,"3",0.32025,2,1.45706666666667,4,"6",1,"6",1,0,2,1,0.17335,3,"Log scatterplot",,"5","1",1,"2",1,"3",0,2,0.666666666666667,0.190533333333333,2,0.4619,2,"1",0,"5","5",0
"69.166.76.215",2015-11-29 15:14:00,2015-11-29 15:38:00,24,"Female",58,"2-year College Degree","None of these apply","None of these apply",0.41425,8,"2",0,"4",1,"2",1,2,0.666666666666667,1.39533333333333,3,,"3",1,"4",0,"3",1,"4",0,2,0.5,"1",0.443433333333333,2,1.96116666666667,4,"1",0,"5",0,0,0,0,0.528033333333333,3,"Ordered Table",,"5","3",0,"2",1,"2",1,2,0.666666666666667,0.940366666666667,3,0.740866666666667,3,"3",0,"5","5",0
"71.71.49.178",2015-11-29 15:27:00,2015-11-29 15:38:00,11,"Male",30,"4-year College Degree","Owner / Founder","None of these apply",0.706816666666667,11,"1",1,"4",1,"1",0,2,0.666666666666667,1.51593333333333,10,,"3",1,"3",1,"3",1,"3",0,3,0.75,"1",2.17965,6,1.11273333333333,6,"6",1,"6",1,0,2,1,0.5238,7,"Log scatterplot",,"5","3",0,"2",1,"3",0,1,0.333333333333333,3.00115,9,0.343783333333333,5,"5",1,"5","4",1
"69.146.189.145",2015-11-29 15:25:00,2015-11-29 15:39:00,14,"Female",35,"4-year College Degree","Manager","Health Care or Pharmecuticals",0.90275,13,"3",0,"4",1,"2",1,2,0.666666666666667,2.19295,8,,"3",1,"2",0,"3",1,"2",0,2,0.5,"1",1.5692,9,1.1038,8,"6",1,"6",1,0,2,1,0.413633333333333,7,"No Log scatterplot",,"3","1",1,"2",1,"4",0,2,0.666666666666667,2.15601666666667,9,0.74395,10,"1",0,"4","3",0
