V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q56_1,Q56_2,Q56_3,Q56_4,Q7,Q5,Q2,Q53,Q10,Q54,Q57_1,Q57_2,Q57_3,Q57_4,Q45,Q25,Q60,Q59,Q27,Q20_1,Q20_2,Q20_3,Q20_4,Q21_1_TEXT,Q21_2_TEXT,Q21_3_TEXT,Q21_4_TEXT,Q21_5_TEXT,Q21_6_TEXT,Q21_7_TEXT,Q22,Q49,Q19,Q20,Q23,Q24,Q25,Q21,Q27,Q29,Q71_1,Q71_2,Q71_3,Q71_4,Q73,Q72_1_TEXT,Q72_2_TEXT,Q72_3_TEXT,Q72_4_TEXT,Q72_5_TEXT,Q72_6_TEXT,Q72_7_TEXT,Q70,Q69,Q68,Q67,Q66,Q65,Q28,Q29,Q30,Q34_1,Q34_2,Q34_3,Q34_4,Q31,Q32,Q63,Q63_TEXT,Q23_1,Q23_2,Q23_3,Q23_4,Q47,Q39,Q40,Q58,Q42,Q43,Q44,Q35_1,Q36,Q79_1,Q79_2,Q79_3,Q79_4,Q80_1_TEXT,Q80_2_TEXT,Q80_3_TEXT,Q80_4_TEXT,Q80_5_TEXT,Q80_6_TEXT,Q80_7_TEXT,Q81,Q74,Q75,Q76,Q77,Q61,Q62,Q48,Q38,Q37_1,Q37_2,LocationLatitude,LocationLongitude,LocationAccuracy
R_2uCBq3JoK49uA0U,Default Response Set,Anonymous,,,184.184.181.115,0,11/29/2015 16:16,11/29/2015 16:29,1,1.358,43.643,45.305,15,2,15,5,5,2,A35V8TOU6WDH9H,19.668,153.244,154.146,10,1,1,1,4,2,11.826,107.069,108.404,8,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,3,12.444,104.458,105.344,8,1,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,3,1,1,6.231,25.339,26.545,6,6,6,3,,5.107,216.501,216.935,18,1,1,,1,,,1,4,1,29.245,81.834,82.585,7,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,1,,,2,4,1,1,5,5,30.21429443,-90.94020081,-1
R_xz8hfwKjlqNqVYB,Default Response Set,Anonymous,,,75.121.160.237,0,11/29/2015 16:22,11/29/2015 16:30,1,1.044,20.269,25.43,6,2,16,4,5,11,A2P18KT7WGSZA4,25.095,92.294,92.987,4,1,1,1,4,2,43.273,56.919,59.137,2,Chrome,46.0.2490.86,Windows NT 6.3,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,1,,,,,,3,3,15.678,54.928,56.8,6,1,Chrome,46.0.2490.86,Windows NT 6.3,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,,,2,1,1,4.758,26.89,28.519,4,6,6,3,,82.693,115.695,121.032,3,1,1,,,,1,1,2,1,19.531,53.911,57.996,2,Chrome,46.0.2490.86,Windows NT 6.3,1920x1080,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,4,2,3,47.47929382,-121.5429993,-1
R_2VyWAIoEro0DByF,Default Response Set,Anonymous,,,216.125.160.51,0,11/29/2015 16:18,11/29/2015 16:30,1,0.688,30.5,31.533,9,1,14,5,5,2,AEWGY34WUIA32,36.457,120.624,121.929,3,1,1,1,4,2,56.425,139.53,141.253,3,Chrome,46.0.2490.86,Windows NT 6.1,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,3,14.522,137.943,138.65,3,1,Chrome,46.0.2490.86,Windows NT 6.1,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,3,1,3,4.373,18.674,19.595,4,6,6,3,,171.423,187.489,202.601,2,1,1,,,,1,1,3,2,24.552,33.148,34.094,2,Chrome,46.0.2490.86,Windows NT 6.1,1280x1024,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,3,3,4,42.01820374,-88.21730042,-1
R_yL59BFVgI71yXSN,Default Response Set,Anonymous,,,98.239.246.106,0,11/29/2015 16:13,11/29/2015 16:31,1,1.833,27.993,30.861,9,1,41,5,5,5,A2VPQFGDUQX8HX,57.85,136.479,138.409,5,1,1,1,4,2,122.207,203.562,206.294,4,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,-1,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,1,,3,4,15.781,123.763,124.945,3,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,-1,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,,1,3,1,3,9.47,60.105,62.149,4,6,5,3,,263.853,299.405,302,3,1,1,1,,,,1,2,1,31.076,57.924,59.863,2,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,-1,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,4,1,5,5,4,40.32240295,-80.03549957,-1
R_2ZPN8K7JXjuMou8,Default Response Set,Anonymous,,,24.211.242.146,0,11/29/2015 16:16,11/29/2015 16:31,1,1.189,64.798,66.979,14,2,9,5,6,11,A2ZBRJGVGODR2C,2.628,181.719,186.642,10,1,1,1,4,2,5.616,96.292,97.353,8,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,3,4.429,95.426,96.623,11,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,3,1,1,8.094,45.985,47.55,8,6,6,3,,2.552,299.94,300.854,15,1,1,,,,1,1,1,1,19.23,33.327,34.346,4,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,2,4,5,35.626297,-78.43710327,-1
R_1IgMo6bPBEp9UGZ,Default Response Set,Anonymous,,,104.136.115.205,0,11/29/2015 16:23,11/29/2015 16:31,1,1.859,36.804,38.726,9,2,16,5,5,9,A31lj9eucb7duk,24.539,61.512,62.715,7,1,1,1,1,2,56.873,74.473,75.967,2,Safari iPad,8,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",1,1,,1,,,,,3,1,8.25,51.378,53.273,4,1,Safari iPad,8,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",,1,,,,,3,1,2,12.601,21.618,23.221,3,6,6,3,,124.843,145.145,153.189,4,1,1,,,1,,1,2,1,17.199,22.847,23.695,2,Safari iPad,8,iPad,768x1024,-1,,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",1,,,1,,2,2,1,5,4,5,28.54449463,-81.37059784,-1
R_sUqEf2WgO6dCriF,Default Response Set,Anonymous,,,173.77.133.233,0,11/29/2015 16:22,11/29/2015 16:32,1,0.57,32.37,34.424,9,1,28,5,5,4,A3JSI5WV5EJ602,39.7,123.923,125.643,3,1,1,1,4,2,65.534,90.295,92.022,2,Chrome,46.0.2490.86,Windows NT 6.2,1440x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,,1,3,2,14.268,87.747,89.179,3,1,Chrome,46.0.2490.86,Windows NT 6.2,1440x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,1,,,,3,1,3,6.397,16.268,17.436,3,6,6,3,,27.953,100.745,106.151,6,1,1,,,1,,1,4,1,48.144,58.183,59.212,2,Chrome,46.0.2490.86,Windows NT 6.2,1440x900,19.0.0,1,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,1,,1,2,1,1,4,3,40.85290527,-73.91390228,-1
R_xAsxBte1mxALpu1,Default Response Set,Anonymous,,,98.118.28.50,0,11/29/2015 16:18,11/29/2015 16:32,1,0.882,21.435,23.606,6,1,20,6,4,11,A263N92HG4KL0H,24.384,99.908,124.938,3,1,1,1,3,2,131.936,166.982,168.529,2,Safari,9.0.1,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",1,1,,1,,,,,3,3,10.854,140.597,141.649,3,1,Safari,9.0.1,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",,1,,,,,3,1,1,17.513,31.494,33.371,3,6,6,3,,187.863,227.14,228.186,2,1,1,1,,,,1,4,1,38.016,58.996,60.343,2,Safari,9.0.1,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",1,1,,,,2,3,1,3,4,4,42.57670593,-70.95490265,-1
R_3ESU3Q0J3iaVOf5,Default Response Set,Anonymous,,,73.208.116.245,0,11/29/2015 16:20,11/29/2015 16:33,1,7.316,44.436,79.106,11,2,45,5,6,11,A18WPTVQPM9LBH,10.673,111.072,111.963,11,1,1,1,4,2,6.689,92.72,93.441,8,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,1,,3,3,6.701,101.839,103.134,11,1,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,,,,1,3,1,3,5.039,19.742,21.238,6,6,6,3,,15.914,221.607,222.553,15,1,1,,,,1,1,2,1,11.308,40.356,41.484,7,Chrome,46.0.2490.86,Windows NT 10.0,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,,1,2,2,1,5,4,4,41.87800598,-88.01629639,-1
R_2xJYSrS6Sc6JHf1,Default Response Set,Anonymous,,,173.216.172.83,0,11/29/2015 16:18,11/29/2015 16:33,1,1.562,20.655,30.778,8,2,22,5,5,2,A32YYM8WVR8B7S,46.793,114.679,115.905,3,1,1,1,4,2,113.756,137.218,141.551,2,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,,,1,3,3,19.871,195.465,198.843,3,1,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,,1,,,,3,1,1,7.672,21.04,22.336,3,6,6,3,,173.091,295.548,297.203,2,1,1,,,1,,1,4,1,27.947,42.624,44.208,2,Chrome,46.0.2490.86,Windows NT 6.3,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,,,1,,2,2,1,5,5,4,33.24090576,-93.19920349,-1
R_3CBhZ0DJU8969ht,Default Response Set,Anonymous,,,174.53.42.149,0,11/29/2015 16:08,11/29/2015 16:33,1,2.223,37.286,40.748,9,2,37,3,5,4,A2MRVC4DWEZRY2,81.759,510.052,526.469,3,1,1,1,4,2,137.414,235.207,243.967,2,Firefox,42,Windows NT 6.1,1600x900,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,1,,,,3,3,29.131,161.793,165.025,3,1,Firefox,42,Windows NT 6.1,1600x900,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,,,,1,,,2,1,1,8.345,38.815,50.386,3,6,6,3,,213.168,301.166,305.118,2,1,1,,,,1,1,4,1,61.83,70.82,73.684,2,Firefox,42,Windows NT 6.1,1600x900,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,5,5,4,34.90240479,-92.23020172,-1
R_1GHy3pSLQODhwUw,Default Response Set,Anonymous,,,104.2.212.176,0,11/29/2015 16:17,11/29/2015 16:34,1,9.102,49.807,53.346,15,2,18,3,5,7,A14ZK9N5KR1QEV,1.931,213.457,215.78,14,1,1,1,4,1,1.804,160.102,162.342,22,MSIE,11,Windows Phone 8.1,338x563,-1,1,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 521) like Gecko,1,1,,,,,,1,3,4,3.059,129.482,131.484,14,1,MSIE,11,Windows Phone 8.1,338x563,-1,1,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 521) like Gecko,,,1,,,,3,1,3,2.268,59.241,60.791,11,6,6,3,,1.914,226.527,228.117,30,1,1,1,,,,1,4,1,1.227,57.096,58.77,8,MSIE,11,Windows Phone 8.1,338x563,-1,1,Mozilla/5.0 (Windows Phone 8.1; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 521) like Gecko,1,1,,,,2,3,1,5,5,5,40.87420654,-81.23259735,-1
R_3DhYGCmadZVe2Ch,Default Response Set,Anonymous,,,75.9.99.193,0,11/29/2015 16:22,11/29/2015 16:34,1,1.071,43.581,45.524,14,2,20,5,4,11,A1426W2P6AFSX,9.154,106.229,107.583,11,1,1,1,4,2,7.146,153.016,154.316,15,Firefox,41,Windows NT 6.3,1366x768,15.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,1,1,,,,1,,,3,3,6.1,85.143,86.435,11,1,Firefox,41,Windows NT 6.3,1366x768,15.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,,,,,1,,3,1,1,10.349,28.296,29.631,8,6,6,3,,36.914,165.691,166.708,13,1,1,,1,,,1,5,1,5.8,71.479,72.44,12,Firefox,41,Windows NT 6.3,1366x768,15.0.0,1,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,1,,1,,,2,2,1,5,4,4,42.88630676,-87.88829803,-1
R_1jrIqW1fRBgUBQ5,Default Response Set,Anonymous,,,98.162.169.229,0,11/29/2015 16:18,11/29/2015 16:34,1,1.32,25.895,29.734,7,2,37,3,6,11,A3URMVMNIEN5LX,107.458,197.448,200.128,3,1,1,1,4,2,106.177,265.276,267.001,5,Firefox,42,Windows NT 6.1,1280x1024,19.0.0,,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,1,,,,,3,3,15.608,135.732,136.995,4,1,Firefox,42,Windows NT 6.1,1280x1024,19.0.0,,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,,1,,,,,3,1,1,55.023,67.206,68.962,3,7,6,3,,72.984,161.549,162.814,2,1,1,,,,1,1,3,1,45.171,53.682,55.236,2,Firefox,42,Windows NT 6.1,1280x1024,19.0.0,,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,1,2,2,1,1,4,5,30.45779419,-87.2582016,-1
R_2CmkqPzKVpap4X6,Default Response Set,Anonymous,,,50.26.218.145,0,11/29/2015 16:22,11/29/2015 16:35,1,1.7,43.688,46.274,8,1,21,5,6,11,AD31SZ1Q2L280,35.395,132.99,137.001,5,1,1,1,4,2,80.16,126.05,126.867,2,Firefox,42,Windows NT 6.1,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,1,,,,,,3,2,15.851,98.845,101.007,3,1,Firefox,42,Windows NT 6.1,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,,,,,3,3,1,6.895,20.744,22.653,3,6,6,3,,156.127,180.78,206.16,3,1,1,,1,,,1,4,1,12.154,33.965,35.705,3,Firefox,42,Windows NT 6.1,1366x768,19.0.0,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0,1,,1,,,2,2,1,5,4,4,32.34640503,-99.83959961,-1
R_2D1rPHI5rTqvUHm,Default Response Set,Anonymous,,,71.71.193.230,0,11/29/2015 16:23,11/29/2015 16:35,1,0.617,34.604,41.855,6,2,12,5,5,11,A1OSRAPSRT934Z,72.915,144.666,146.836,7,1,1,1,4,1,71.484,169.095,170.824,2,Safari,4,Android 4.4.2,600x1024,-1,,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; SM-T210R Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",1,1,,,,,,1,3,1,13.628,93.04,96.105,4,1,Safari,4,Android 4.4.2,600x1024,-1,,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; SM-T210R Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",,,1,,,,3,1,1,6.257,23.921,25.262,3,6,6,3,,115.49,131.722,154.488,2,1,1,,,,1,1,4,1,20.353,37.885,39.482,3,Safari,4,Android 4.4.2,600x1024,-1,,"Mozilla/5.0 (Linux; U; Android 4.4.2; en-us; SM-T210R Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",1,,,,1,2,2,1,1,2,4,35.21800232,-80.7858963,-1
R_3P4TlLsQdyC7CUF,Default Response Set,Anonymous,,,73.191.208.187,0,11/29/2015 16:22,11/29/2015 16:35,1,1.05,37.839,44.84,6,1,37,2,6,10,A19IWFLUTW6KQU,18.436,143.6,146.172,6,1,1,1,4,4,62.479,88.654,89.599,2,Chrome,39.0.2171.93,Android 4.0.3,534x854,-1,1,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; KFTT Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.70 like Chrome/39.0.2171.93 Safari/537.36",1,1,,1,,,,,3,3,24.3,38.363,39.328,2,1,Chrome,39.0.2171.93,Android 4.0.3,534x854,-1,1,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; KFTT Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.70 like Chrome/39.0.2171.93 Safari/537.36",,1,,,,,3,1,1,14.073,43.411,45.559,3,7,5,3,,15.376,15.376,16.817,1,1,1,,,1,,1,4,2,18.496,46.057,48.242,3,Chrome,39.0.2171.93,Android 4.0.3,534x854,-1,1,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; KFTT Build/IML74K) AppleWebKit/537.36 (KHTML, like Gecko) Silk/3.70 like Chrome/39.0.2171.93 Safari/537.36",1,,,1,,2,2,1,1,4,4,42.57640076,-83.75589752,-1
R_wY91HeR1t61rMT7,Default Response Set,Anonymous,,,108.171.131.160,0,11/29/2015 16:28,11/29/2015 16:36,1,0.933,25.227,31.633,8,2,16,4,5,11,A2Z6DJHR9V74UF,42.935,90.063,92.575,3,1,1,1,4,1,71.045,84.125,85.735,2,MSIE,11,Windows NT 6.1,1280x1024,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,1,1,,,,,1,,3,3,7.65,43.003,44.842,3,1,MSIE,11,Windows NT 6.1,1280x1024,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,,,,,,1,3,1,2,5.726,19.023,20.689,3,6,6,3,,107.17,153.514,154.783,2,1,1,,,1,,1,4,1,15.293,21.485,22.908,2,MSIE,11,Windows NT 6.1,1280x1024,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0E; .NET4.0C; rv:11.0) like Gecko,1,,,1,,2,2,1,5,5,3,42.01519775,-87.99009705,-1
R_4TkdzvdWtKVmirv,Default Response Set,Anonymous,,,65.60.181.198,0,11/29/2015 16:29,11/29/2015 16:37,1,1.687,32.834,35.992,15,1,18,1,5,1,A1FF5C5BXODWSY,22.978,204.274,205.651,8,1,3,1,1,1,31.697,54.693,56.06,5,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,1,,,,,3,2,21.157,55.458,56.342,9,1,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",,1,,,,,2,3,3,6.214,32.283,33.649,9,1,1,3,,9.228,14.772,15.785,4,1,1,1,,,,1,4,2,32.206,37.162,38.209,4,Chrome,46.0.2490.86,Windows NT 6.1,1366x768,19.0.0,1,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2490.86 Safari/537.36",1,1,,,,2,3,1,3,4,3,39.93769836,-83.20429993,-1
R_1n3m856bbEWfdIk,Default Response Set,Anonymous,,,104.178.33.80,0,11/29/2015 16:23,11/29/2015 16:37,1,1.476,46.54,49.033,7,1,20,5,5,10,A9692Y27LBXT9,80.878,157.766,159.696,3,1,1,1,4,1,38.936,145.144,146.369,3,Chrome,49.0.2576.0,Macintosh,1680x1050,20.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2576.0 Safari/537.36",1,1,,,,1,,,3,3,11.821,90.219,91.68,3,1,Chrome,49.0.2576.0,Macintosh,1680x1050,20.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2576.0 Safari/537.36",,,,,1,,3,1,3,9.437,34.454,36.773,3,6,7,3,,5.599,187.311,192.666,5,1,1,,1,,,1,4,1,36.207,92.926,96.494,3,Chrome,49.0.2576.0,Macintosh,1680x1050,20.0.0,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2576.0 Safari/537.36",1,,1,,,2,4,1,5,5,5,30.1578064,-81.63469696,-1
R_3L5RhXCKyewUE3m,Default Response Set,Anonymous,,,69.139.13.89,0,11/29/2015 16:21,11/29/2015 16:37,1,1.413,38.179,42.493,6,1,36,5,4,3,A2U0RSZ533K185,85.693,276.643,282.863,4,1,1,1,1,2,161.52,196.236,197.653,2,Safari,8.0.8,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",1,1,,,,1,,,3,3,12.711,133.278,135.879,3,1,Safari,8.0.8,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",,,,,1,,3,1,1,10.349,27.584,29.715,3,6,5,3,,125.593,195.332,196.602,3,1,1,,1,,,1,4,1,23.892,54.818,55.661,2,Safari,8.0.8,Macintosh,1280x800,19.0.0,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/600.8.9 (KHTML, like Gecko) Version/8.0.8 Safari/600.8.9",1,,1,,,2,4,1,1,5,5,39.73510742,-75.66840363,-1
R_3lY7q2LOPWpa44s,Default Response Set,Anonymous,,,173.19.34.164,0,11/29/2015 16:37,11/29/2015 16:39,1,1.155,20.118,24.092,12,1,14,5,4,1,ACIHCWKHNFC7U,2.278,33.727,34.854,8,1,1,1,2,3,2.502,4.39,6.26,3,Firefox,42,Windows NT 6.1,1280x800,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,,1,,1,3,1.865,6.356,7.297,5,1,Firefox,42,Windows NT 6.1,1280x800,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,,,,,,1,2,2,1,3.801,13.182,14.082,6,3,3,3,,1.353,6.699,7.954,4,1,1,1,,,,1,3,1,1.007,5.376,6.269,5,Firefox,42,Windows NT 6.1,1280x800,19.0.0,1,Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0,1,1,,,,2,3,1,2,3,3,41.64190674,-91.46170044,-1
